ensg1	ensg2	score	interaction_type	data_source
ENSG00000166170	ENSG00000197798	0.56	PPI	IAH
ENSG00000078043	ENSG00000197798	0.49	PPI	IAH
ENSG00000197798	ENSG00000197798	0.49	PPI	IAH
ENSG00000124562	ENSG00000173914	0.49	PPI	IAH
ENSG00000173914	ENSG00000175513	0.49	PPI	IAH
ENSG00000115593	ENSG00000173914	0.51	PPI	IAH
ENSG00000077312	ENSG00000173914	0.49	PPI	IAH
ENSG00000105323	ENSG00000173914	0.56	PPI	IAH
ENSG00000100711	ENSG00000115310	0.56	PPI	IAH
ENSG00000094796	ENSG00000100711	0.56	PPI	IAH
ENSG00000100711	ENSG00000105404	0.7	PPI	IAH
ENSG00000100711	ENSG00000174851	0.49	PPI	IAH
ENSG00000100711	ENSG00000177674	0.56	PPI	IAH
ENSG00000080561	ENSG00000100711	0.56	PPI	IAH
ENSG00000100711	ENSG00000204323	0.49	PPI	IAH
ENSG00000077312	ENSG00000123144	0.71	PPI	IAH
ENSG00000130475	ENSG00000213416	0.49	PPI	IAH
ENSG00000212901	ENSG00000213416	0.49	PPI	IAH
ENSG00000110536	ENSG00000213416	0.49	PPI	IAH
ENSG00000205864	ENSG00000213416	0.7	PPI	IAH
ENSG00000213416	ENSG00000239886	0.7	PPI	IAH
ENSG00000090539	ENSG00000213416	0.49	PPI	IAH
ENSG00000130813	ENSG00000213416	0.56	PPI	IAH
ENSG00000152475	ENSG00000213416	0.49	PPI	IAH
ENSG00000185730	ENSG00000213416	0.49	PPI	IAH
ENSG00000163202	ENSG00000213416	0.49	PPI	IAH
ENSG00000104818	ENSG00000213416	0.49	PPI	IAH
ENSG00000204873	ENSG00000213416	0.49	PPI	IAH
ENSG00000188581	ENSG00000213416	0.49	PPI	IAH
ENSG00000036054	ENSG00000213416	0.56	PPI	IAH
ENSG00000089916	ENSG00000213416	0.56	PPI	IAH
ENSG00000213416	ENSG00000213417	0.49	PPI	IAH
ENSG00000187766	ENSG00000213416	0.7	PPI	IAH
ENSG00000169509	ENSG00000213416	0.7	PPI	IAH
ENSG00000187173	ENSG00000213416	0.49	PPI	IAH
ENSG00000197062	ENSG00000213416	0.56	PPI	IAH
ENSG00000213416	ENSG00000244057	0.49	PPI	IAH
ENSG00000179912	ENSG00000213416	0.49	PPI	IAH
ENSG00000174586	ENSG00000213416	0.49	PPI	IAH
ENSG00000213416	ENSG00000213416	0.55	PPI	IAH
ENSG00000165556	ENSG00000213416	0.49	PPI	IAH
ENSG00000206538	ENSG00000213416	0.49	PPI	IAH
ENSG00000094796	ENSG00000213416	0.49	PPI	IAH
ENSG00000159921	ENSG00000213416	0.56	PPI	IAH
ENSG00000133250	ENSG00000213416	0.49	PPI	IAH
ENSG00000114030	ENSG00000133315	0.49	PPI	IAH
ENSG00000132207	ENSG00000175325	0.49	PPI	IAH
ENSG00000175325	ENSG00000181625	0.49	PPI	IAH
ENSG00000106511	ENSG00000132207	0.49	PPI	IAH
ENSG00000106511	ENSG00000181625	0.49	PPI	IAH
ENSG00000125898	ENSG00000182195	0.49	PPI	IAH
ENSG00000125898	ENSG00000138100	0.7	PPI	IAH
ENSG00000095066	ENSG00000125898	0.49	PPI	IAH
ENSG00000125898	ENSG00000196628	0.49	PPI	IAH
ENSG00000115380	ENSG00000125898	0.49	PPI	IAH
ENSG00000125898	ENSG00000144579	0.49	PPI	IAH
ENSG00000125898	ENSG00000132938	0.49	PPI	IAH
ENSG00000074319	ENSG00000125898	0.49	PPI	IAH
ENSG00000106541	ENSG00000125898	0.49	PPI	IAH
ENSG00000125898	ENSG00000185880	0.49	PPI	IAH
ENSG00000125898	ENSG00000185880	0.56	PPI	IAH
ENSG00000125898	ENSG00000183230	0.49	PPI	IAH
ENSG00000125898	ENSG00000183386	0.49	PPI	IAH
ENSG00000125898	ENSG00000160207	0.49	PPI	IAH
ENSG00000125898	ENSG00000186628	0.49	PPI	IAH
ENSG00000065371	ENSG00000125898	0.49	PPI	IAH
ENSG00000125898	ENSG00000171360	0.49	PPI	IAH
ENSG00000125898	ENSG00000133103	0.49	PPI	IAH
ENSG00000125898	ENSG00000187766	0.49	PPI	IAH
ENSG00000125898	ENSG00000172638	0.49	PPI	IAH
ENSG00000130159	ENSG00000162231	0.49	PPI	IAH
ENSG00000130159	ENSG00000185418	0.49	PPI	IAH
ENSG00000130159	ENSG00000179115	0.53	PPI	IAH
ENSG00000168958	ENSG00000178927	0.49	PPI	IAH
ENSG00000178927	ENSG00000198768	0.49	PPI	IAH
ENSG00000079257	ENSG00000178927	0.49	PPI	IAH
ENSG00000161609	ENSG00000178927	0.7	PPI	IAH
ENSG00000162337	ENSG00000167941	0.56	PPI	IAH
ENSG00000070018	ENSG00000167941	0.56	PPI	IAH
ENSG00000157613	ENSG00000167397	0.49	PPI	IAH
ENSG00000061938	ENSG00000132768	0.49	PPI	IAH
ENSG00000105700	ENSG00000174007	0.76	PPI	IAH
ENSG00000105700	ENSG00000196544	0.49	PPI	IAH
ENSG00000105700	ENSG00000171703	0.49	PPI	IAH
ENSG00000105700	ENSG00000152240	0.56	PPI	IAH
ENSG00000105700	ENSG00000140941	0.67	PPI	IAH
ENSG00000105700	ENSG00000114978	0.62	PPI	IAH
ENSG00000072201	ENSG00000105700	0.62	PPI	IAH
ENSG00000105700	ENSG00000139112	0.62	PPI	IAH
ENSG00000105700	ENSG00000173212	0.49	PPI	IAH
ENSG00000101460	ENSG00000105700	0.7	PPI	IAH
ENSG00000128335	ENSG00000168958	0.49	PPI	IAH
ENSG00000128335	ENSG00000160255	0.49	PPI	IAH
ENSG00000111262	ENSG00000128335	0.49	PPI	IAH
ENSG00000100580	ENSG00000128335	0.49	PPI	IAH
ENSG00000095139	ENSG00000162194	0.49	PPI	IAH
ENSG00000106635	ENSG00000166848	0.51	PPI	IAH
ENSG00000130726	ENSG00000138468	0.56	PPI	IAH
ENSG00000132382	ENSG00000278570	0.52	PPI	IAH
ENSG00000053702	ENSG00000061273	0.49	PPI	IAH
ENSG00000053702	ENSG00000172530	0.49	PPI	IAH
ENSG00000076604	ENSG00000114745	0.49	PPI	IAH
ENSG00000069493	ENSG00000204176	0.49	PPI	IAH
ENSG00000163820	ENSG00000197769	0.54	PPI	IAH
ENSG00000139112	ENSG00000163820	0.54	PPI	IAH
ENSG00000163820	ENSG00000198890	0.51	PPI	IAH
ENSG00000140941	ENSG00000163820	0.63	PPI	IAH
ENSG00000108255	ENSG00000131721	0.56	PPI	IAH
ENSG00000104964	ENSG00000131721	0.56	PPI	IAH
ENSG00000131721	ENSG00000244362	0.56	PPI	IAH
ENSG00000131721	ENSG00000186970	0.49	PPI	IAH
ENSG00000095794	ENSG00000131721	0.49	PPI	IAH
ENSG00000131721	ENSG00000173406	0.56	PPI	IAH
ENSG00000131721	ENSG00000152430	0.49	PPI	IAH
ENSG00000112559	ENSG00000131721	0.49	PPI	IAH
ENSG00000131721	ENSG00000179222	0.7	PPI	IAH
ENSG00000120149	ENSG00000131721	0.49	PPI	IAH
ENSG00000131721	ENSG00000167123	0.49	PPI	IAH
ENSG00000002834	ENSG00000131721	0.49	PPI	IAH
ENSG00000131721	ENSG00000131721	0.55	PPI	IAH
ENSG00000105392	ENSG00000131721	0.49	PPI	IAH
ENSG00000131721	ENSG00000204099	0.55	PPI	IAH
ENSG00000103043	ENSG00000131721	0.7	PPI	IAH
ENSG00000131721	ENSG00000183508	0.56	PPI	IAH
ENSG00000131721	ENSG00000221864	0.49	PPI	IAH
ENSG00000100299	ENSG00000131721	0.49	PPI	IAH
ENSG00000131721	ENSG00000227151	0.49	PPI	IAH
ENSG00000078902	ENSG00000131721	0.55	PPI	IAH
ENSG00000130487	ENSG00000131721	0.49	PPI	IAH
ENSG00000131721	ENSG00000158246	0.62	PPI	IAH
ENSG00000011590	ENSG00000131721	0.55	PPI	IAH
ENSG00000131721	ENSG00000182816	0.49	PPI	IAH
ENSG00000131721	ENSG00000188163	0.49	PPI	IAH
ENSG00000106511	ENSG00000243543	0.49	PPI	IAH
ENSG00000130540	ENSG00000130540	0.62	PPI	IAH
ENSG00000130540	ENSG00000138834	0.49	PPI	IAH
ENSG00000128513	ENSG00000130540	0.51	PPI	IAH
ENSG00000136448	ENSG00000230124	0.49	PPI	IAH
ENSG00000152465	ENSG00000230124	0.49	PPI	IAH
ENSG00000172725	ENSG00000198576	0.49	PPI	IAH
ENSG00000121454	ENSG00000172725	0.49	PPI	IAH
ENSG00000114446	ENSG00000172725	0.51	PPI	IAH
ENSG00000100065	ENSG00000188321	0.49	PPI	IAH
ENSG00000188321	ENSG00000244537	0.56	PPI	IAH
ENSG00000187766	ENSG00000188321	0.49	PPI	IAH
ENSG00000135040	ENSG00000183011	0.5	PPI	IAH
ENSG00000129235	ENSG00000196388	0.49	PPI	IAH
ENSG00000092330	ENSG00000129235	0.51	PPI	IAH
ENSG00000106511	ENSG00000115556	0.49	PPI	IAH
ENSG00000134597	ENSG00000137656	0.51	PPI	IAH
ENSG00000131475	ENSG00000136100	0.49	PPI	IAH
ENSG00000131475	ENSG00000198183	0.49	PPI	IAH
ENSG00000131475	ENSG00000276234	0.49	PPI	IAH
ENSG00000131475	ENSG00000171772	0.49	PPI	IAH
ENSG00000131931	ENSG00000146540	0.7	PPI	IAH
ENSG00000076604	ENSG00000168101	0.49	PPI	IAH
ENSG00000094796	ENSG00000168101	0.49	PPI	IAH
ENSG00000168101	ENSG00000196388	0.49	PPI	IAH
ENSG00000107816	ENSG00000171792	0.56	PPI	IAH
ENSG00000107816	ENSG00000169612	0.56	PPI	IAH
ENSG00000066117	ENSG00000107816	0.49	PPI	IAH
ENSG00000050730	ENSG00000107816	0.7	PPI	IAH
ENSG00000107816	ENSG00000124019	0.56	PPI	IAH
ENSG00000107816	ENSG00000181026	0.56	PPI	IAH
ENSG00000107816	ENSG00000139714	0.56	PPI	IAH
ENSG00000107816	ENSG00000166407	0.56	PPI	IAH
ENSG00000100227	ENSG00000107816	0.7	PPI	IAH
ENSG00000107816	ENSG00000138443	0.49	PPI	IAH
ENSG00000107816	ENSG00000256235	0.56	PPI	IAH
ENSG00000107816	ENSG00000171425	0.67	PPI	IAH
ENSG00000107816	ENSG00000179930	0.49	PPI	IAH
ENSG00000107816	ENSG00000141570	0.7	PPI	IAH
ENSG00000103852	ENSG00000107816	0.49	PPI	IAH
ENSG00000107816	ENSG00000133250	0.49	PPI	IAH
ENSG00000107816	ENSG00000136925	0.49	PPI	IAH
ENSG00000107816	ENSG00000145780	0.56	PPI	IAH
ENSG00000107816	ENSG00000197912	0.56	PPI	IAH
ENSG00000107816	ENSG00000130518	0.56	PPI	IAH
ENSG00000107816	ENSG00000197905	0.49	PPI	IAH
ENSG00000104611	ENSG00000107816	0.56	PPI	IAH
ENSG00000107816	ENSG00000128185	0.56	PPI	IAH
ENSG00000107816	ENSG00000206203	0.49	PPI	IAH
ENSG00000107816	ENSG00000156795	0.56	PPI	IAH
ENSG00000077348	ENSG00000107816	0.49	PPI	IAH
ENSG00000105507	ENSG00000107816	0.49	PPI	IAH
ENSG00000107816	ENSG00000162526	0.49	PPI	IAH
ENSG00000107816	ENSG00000117625	0.56	PPI	IAH
ENSG00000107816	ENSG00000196418	0.49	PPI	IAH
ENSG00000107816	ENSG00000188033	0.56	PPI	IAH
ENSG00000107816	ENSG00000163395	0.49	PPI	IAH
ENSG00000107816	ENSG00000165630	0.49	PPI	IAH
ENSG00000107816	ENSG00000163156	0.56	PPI	IAH
ENSG00000104635	ENSG00000107816	0.49	PPI	IAH
ENSG00000107816	ENSG00000177791	0.49	PPI	IAH
ENSG00000104964	ENSG00000107816	0.49	PPI	IAH
ENSG00000107816	ENSG00000130119	0.56	PPI	IAH
ENSG00000107816	ENSG00000112511	0.49	PPI	IAH
ENSG00000083838	ENSG00000107816	0.7	PPI	IAH
ENSG00000107816	ENSG00000204930	0.49	PPI	IAH
ENSG00000107816	ENSG00000158480	0.56	PPI	IAH
ENSG00000107816	ENSG00000187796	0.56	PPI	IAH
ENSG00000103852	ENSG00000107816	0.56	PPI	IAH
ENSG00000072958	ENSG00000107816	0.56	PPI	IAH
ENSG00000107816	ENSG00000162571	0.49	PPI	IAH
ENSG00000107816	ENSG00000130818	0.56	PPI	IAH
ENSG00000107816	ENSG00000116922	0.7	PPI	IAH
ENSG00000089775	ENSG00000107816	0.56	PPI	IAH
ENSG00000107816	ENSG00000169981	0.49	PPI	IAH
ENSG00000107816	ENSG00000129028	0.56	PPI	IAH
ENSG00000105204	ENSG00000107816	0.57	PPI	IAH
ENSG00000107816	ENSG00000182307	0.56	PPI	IAH
ENSG00000107816	ENSG00000140859	0.56	PPI	IAH
ENSG00000107816	ENSG00000165724	0.67	PPI	IAH
ENSG00000107816	ENSG00000125449	0.56	PPI	IAH
ENSG00000107816	ENSG00000187583	0.56	PPI	IAH
ENSG00000107816	ENSG00000187796	0.49	PPI	IAH
ENSG00000107816	ENSG00000132603	0.56	PPI	IAH
ENSG00000107816	ENSG00000181852	0.56	PPI	IAH
ENSG00000103942	ENSG00000107816	0.56	PPI	IAH
ENSG00000107816	ENSG00000156050	0.49	PPI	IAH
ENSG00000107816	ENSG00000119408	0.56	PPI	IAH
ENSG00000107816	ENSG00000189298	0.56	PPI	IAH
ENSG00000107816	ENSG00000160185	0.49	PPI	IAH
ENSG00000094880	ENSG00000107816	0.56	PPI	IAH
ENSG00000089916	ENSG00000107816	0.56	PPI	IAH
ENSG00000106554	ENSG00000107816	0.56	PPI	IAH
ENSG00000107816	ENSG00000115392	0.56	PPI	IAH
ENSG00000107816	ENSG00000160284	0.56	PPI	IAH
ENSG00000107816	ENSG00000119403	0.49	PPI	IAH
ENSG00000107816	ENSG00000145979	0.56	PPI	IAH
ENSG00000107816	ENSG00000154127	0.49	PPI	IAH
ENSG00000107816	ENSG00000144681	0.49	PPI	IAH
ENSG00000107816	ENSG00000185787	0.56	PPI	IAH
ENSG00000107816	ENSG00000132010	0.56	PPI	IAH
ENSG00000107816	ENSG00000162959	0.56	PPI	IAH
ENSG00000107816	ENSG00000178996	0.49	PPI	IAH
ENSG00000107816	ENSG00000124074	0.49	PPI	IAH
ENSG00000107816	ENSG00000130813	0.56	PPI	IAH
ENSG00000107816	ENSG00000139437	0.56	PPI	IAH
ENSG00000096063	ENSG00000263465	0.52	PPI	IAH
ENSG00000135250	ENSG00000263465	0.49	PPI	IAH
ENSG00000179335	ENSG00000263465	0.49	PPI	IAH
ENSG00000221864	ENSG00000263465	0.49	PPI	IAH
ENSG00000112081	ENSG00000263465	0.49	PPI	IAH
ENSG00000093183	ENSG00000140265	0.49	PPI	IAH
ENSG00000125850	ENSG00000167625	0.49	PPI	IAH
ENSG00000100764	ENSG00000175575	0.56	PPI	IAH
ENSG00000087191	ENSG00000175575	0.66	PPI	IAH
ENSG00000085274	ENSG00000255561	0.49	PPI	IAH
ENSG00000137822	ENSG00000255561	0.49	PPI	IAH
ENSG00000128513	ENSG00000170473	0.51	PPI	IAH
ENSG00000162385	ENSG00000170473	0.82	PPI	IAH
ENSG00000149761	ENSG00000166348	0.49	PPI	IAH
ENSG00000149761	ENSG00000197024	0.49	PPI	IAH
ENSG00000149761	ENSG00000155875	0.49	PPI	IAH
ENSG00000149761	ENSG00000179930	0.49	PPI	IAH
ENSG00000149761	ENSG00000196628	0.49	PPI	IAH
ENSG00000149761	ENSG00000171425	0.49	PPI	IAH
ENSG00000149761	ENSG00000196388	0.49	PPI	IAH
ENSG00000100347	ENSG00000159685	0.49	PPI	IAH
ENSG00000042286	ENSG00000138100	0.49	PPI	IAH
ENSG00000042286	ENSG00000185880	0.49	PPI	IAH
ENSG00000178104	ENSG00000189298	0.49	PPI	IAH
ENSG00000106511	ENSG00000189298	0.49	PPI	IAH
ENSG00000127191	ENSG00000189298	0.49	PPI	IAH
ENSG00000173421	ENSG00000189298	0.49	PPI	IAH
ENSG00000123329	ENSG00000143156	0.49	PPI	IAH
ENSG00000123329	ENSG00000166925	0.49	PPI	IAH
ENSG00000123329	ENSG00000124562	0.49	PPI	IAH
ENSG00000137288	ENSG00000140743	0.51	PPI	IAH
ENSG00000070423	ENSG00000141741	0.49	PPI	IAH
ENSG00000061273	ENSG00000141741	0.49	PPI	IAH
ENSG00000131153	ENSG00000147536	0.76	PPI	IAH
ENSG00000147536	ENSG00000197771	0.59	PPI	IAH
ENSG00000147536	ENSG00000162624	0.49	PPI	IAH
ENSG00000088808	ENSG00000147536	0.49	PPI	IAH
ENSG00000080561	ENSG00000147679	0.56	PPI	IAH
ENSG00000106511	ENSG00000147679	0.49	PPI	IAH
ENSG00000127191	ENSG00000147679	0.49	PPI	IAH
ENSG00000052723	ENSG00000135604	0.49	PPI	IAH
ENSG00000009790	ENSG00000052723	0.5	PPI	IAH
ENSG00000052723	ENSG00000119703	0.49	PPI	IAH
ENSG00000052723	ENSG00000156795	0.49	PPI	IAH
ENSG00000152684	ENSG00000196924	0.49	PPI	IAH
ENSG00000152684	ENSG00000175325	0.49	PPI	IAH
ENSG00000152684	ENSG00000221864	0.49	PPI	IAH
ENSG00000106511	ENSG00000152684	0.49	PPI	IAH
ENSG00000112339	ENSG00000152684	0.49	PPI	IAH
ENSG00000103043	ENSG00000181938	0.49	PPI	IAH
ENSG00000103043	ENSG00000123154	0.49	PPI	IAH
ENSG00000123154	ENSG00000174231	0.51	PPI	IAH
ENSG00000065029	ENSG00000123154	0.49	PPI	IAH
ENSG00000123219	ENSG00000153044	0.7	PPI	IAH
ENSG00000120860	ENSG00000123219	0.49	PPI	IAH
ENSG00000023318	ENSG00000074695	0.46	PPI	IAH
ENSG00000101266	ENSG00000277462	0.49	PPI	IAH
ENSG00000135951	ENSG00000277462	0.56	PPI	IAH
ENSG00000079257	ENSG00000165802	0.49	PPI	IAH
ENSG00000079257	ENSG00000091640	0.49	PPI	IAH
ENSG00000079257	ENSG00000119938	0.49	PPI	IAH
ENSG00000079257	ENSG00000144847	0.49	PPI	IAH
ENSG00000079257	ENSG00000096092	0.56	PPI	IAH
ENSG00000079257	ENSG00000144857	0.49	PPI	IAH
ENSG00000079257	ENSG00000203747	0.49	PPI	IAH
ENSG00000079257	ENSG00000204599	0.56	PPI	IAH
ENSG00000079257	ENSG00000167645	0.49	PPI	IAH
ENSG00000123395	ENSG00000197769	0.54	PPI	IAH
ENSG00000171792	ENSG00000172530	0.49	PPI	IAH
ENSG00000100109	ENSG00000171792	0.7	PPI	IAH
ENSG00000171792	ENSG00000187766	0.49	PPI	IAH
ENSG00000135778	ENSG00000157796	0.51	PPI	IAH
ENSG00000163472	ENSG00000166292	0.56	PPI	IAH
ENSG00000163472	ENSG00000163472	0.71	PPI	IAH
ENSG00000121318	ENSG00000122557	0.49	PPI	IAH
ENSG00000122557	ENSG00000165389	0.49	PPI	IAH
ENSG00000122557	ENSG00000184349	0.49	PPI	IAH
ENSG00000122557	ENSG00000204979	0.49	PPI	IAH
ENSG00000122557	ENSG00000139133	0.49	PPI	IAH
ENSG00000119048	ENSG00000122557	0.49	PPI	IAH
ENSG00000122557	ENSG00000162144	0.49	PPI	IAH
ENSG00000122557	ENSG00000134049	0.49	PPI	IAH
ENSG00000122557	ENSG00000176087	0.49	PPI	IAH
ENSG00000108946	ENSG00000187699	0.62	PPI	IAH
ENSG00000142444	ENSG00000165138	0.51	PPI	IAH
ENSG00000103043	ENSG00000135617	0.56	PPI	IAH
ENSG00000146063	ENSG00000275111	0.49	PPI	IAH
ENSG00000161202	ENSG00000275111	0.49	PPI	IAH
ENSG00000135951	ENSG00000275111	0.56	PPI	IAH
ENSG00000145029	ENSG00000167604	0.49	PPI	IAH
ENSG00000132938	ENSG00000136463	0.49	PPI	IAH
ENSG00000112559	ENSG00000136463	0.49	PPI	IAH
ENSG00000072201	ENSG00000136463	0.49	PPI	IAH
ENSG00000136463	ENSG00000157884	0.49	PPI	IAH
ENSG00000094796	ENSG00000136463	0.49	PPI	IAH
ENSG00000136463	ENSG00000204889	0.49	PPI	IAH
ENSG00000104964	ENSG00000119431	0.49	PPI	IAH
ENSG00000103043	ENSG00000119431	0.49	PPI	IAH
ENSG00000119431	ENSG00000175946	0.49	PPI	IAH
ENSG00000119431	ENSG00000175325	0.49	PPI	IAH
ENSG00000115593	ENSG00000119431	0.49	PPI	IAH
ENSG00000020129	ENSG00000092330	0.51	PPI	IAH
ENSG00000092330	ENSG00000221926	0.51	PPI	IAH
ENSG00000092330	ENSG00000132604	0.55	PPI	IAH
ENSG00000077279	ENSG00000092330	0.51	PPI	IAH
ENSG00000063046	ENSG00000092330	0.51	PPI	IAH
ENSG00000092330	ENSG00000105321	0.51	PPI	IAH
ENSG00000092330	ENSG00000166501	0.51	PPI	IAH
ENSG00000085719	ENSG00000092330	0.51	PPI	IAH
ENSG00000092330	ENSG00000128513	0.55	PPI	IAH
ENSG00000092330	ENSG00000169299	0.51	PPI	IAH
ENSG00000092330	ENSG00000129221	0.51	PPI	IAH
ENSG00000092330	ENSG00000139197	0.51	PPI	IAH
ENSG00000092330	ENSG00000132604	0.57	PPI	IAH
ENSG00000092330	ENSG00000147601	0.51	PPI	IAH
ENSG00000117155	ENSG00000129195	0.56	PPI	IAH
ENSG00000129195	ENSG00000166946	0.56	PPI	IAH
ENSG00000087263	ENSG00000141965	0.49	PPI	IAH
ENSG00000140859	ENSG00000141965	0.49	PPI	IAH
ENSG00000141965	ENSG00000196388	0.49	PPI	IAH
ENSG00000004779	ENSG00000141965	0.49	PPI	IAH
ENSG00000141965	ENSG00000142661	0.49	PPI	IAH
ENSG00000141965	ENSG00000172175	0.49	PPI	IAH
ENSG00000141965	ENSG00000186153	0.49	PPI	IAH
ENSG00000141965	ENSG00000197978	0.49	PPI	IAH
ENSG00000115762	ENSG00000130560	0.49	PPI	IAH
ENSG00000109654	ENSG00000130560	0.76	PPI	IAH
ENSG00000130560	ENSG00000163006	0.49	PPI	IAH
ENSG00000130560	ENSG00000150991	0.49	PPI	IAH
ENSG00000130560	ENSG00000188021	0.49	PPI	IAH
ENSG00000115289	ENSG00000130475	0.49	PPI	IAH
ENSG00000136280	ENSG00000174791	0.49	PPI	IAH
ENSG00000136280	ENSG00000140406	0.49	PPI	IAH
ENSG00000119820	ENSG00000176087	0.49	PPI	IAH
ENSG00000119820	ENSG00000171928	0.49	PPI	IAH
ENSG00000119820	ENSG00000171045	0.49	PPI	IAH
ENSG00000119820	ENSG00000174851	0.49	PPI	IAH
ENSG00000119820	ENSG00000137207	0.76	PPI	IAH
ENSG00000119820	ENSG00000204308	0.49	PPI	IAH
ENSG00000114993	ENSG00000120896	0.52	PPI	IAH
ENSG00000125149	ENSG00000141376	0.56	PPI	IAH
ENSG00000125149	ENSG00000150636	0.49	PPI	IAH
ENSG00000156269	ENSG00000198081	0.49	PPI	IAH
ENSG00000156269	ENSG00000175325	0.49	PPI	IAH
ENSG00000156269	ENSG00000164463	0.49	PPI	IAH
ENSG00000156269	ENSG00000172497	0.49	PPI	IAH
ENSG00000156269	ENSG00000161203	0.49	PPI	IAH
ENSG00000100284	ENSG00000156269	0.49	PPI	IAH
ENSG00000075945	ENSG00000156269	0.49	PPI	IAH
ENSG00000156269	ENSG00000204371	0.49	PPI	IAH
ENSG00000104964	ENSG00000130038	0.49	PPI	IAH
ENSG00000112559	ENSG00000130038	0.49	PPI	IAH
ENSG00000094796	ENSG00000130038	0.49	PPI	IAH
ENSG00000130038	ENSG00000186977	0.49	PPI	IAH
ENSG00000120896	ENSG00000130038	0.49	PPI	IAH
ENSG00000130038	ENSG00000198883	0.49	PPI	IAH
ENSG00000130038	ENSG00000171453	0.49	PPI	IAH
ENSG00000130038	ENSG00000146587	0.49	PPI	IAH
ENSG00000115239	ENSG00000130038	0.49	PPI	IAH
ENSG00000130038	ENSG00000204536	0.49	PPI	IAH
ENSG00000130038	ENSG00000167323	0.56	PPI	IAH
ENSG00000103528	ENSG00000117155	0.56	PPI	IAH
ENSG00000103528	ENSG00000254505	0.74	PPI	IAH
ENSG00000103528	ENSG00000116918	0.49	PPI	IAH
ENSG00000103528	ENSG00000124429	0.49	PPI	IAH
ENSG00000080561	ENSG00000103528	0.7	PPI	IAH
ENSG00000095066	ENSG00000103528	0.49	PPI	IAH
ENSG00000103528	ENSG00000167981	0.49	PPI	IAH
ENSG00000103528	ENSG00000150636	0.49	PPI	IAH
ENSG00000002822	ENSG00000103528	0.49	PPI	IAH
ENSG00000103528	ENSG00000133103	0.49	PPI	IAH
ENSG00000103528	ENSG00000165695	0.49	PPI	IAH
ENSG00000103528	ENSG00000107816	0.49	PPI	IAH
ENSG00000103528	ENSG00000196290	0.56	PPI	IAH
ENSG00000103528	ENSG00000127946	0.49	PPI	IAH
ENSG00000103528	ENSG00000254505	0.49	PPI	IAH
ENSG00000010361	ENSG00000132881	0.62	PPI	IAH
ENSG00000010361	ENSG00000164066	0.53	PPI	IAH
ENSG00000111450	ENSG00000148824	0.49	PPI	IAH
ENSG00000100902	ENSG00000136490	0.56	PPI	IAH
ENSG00000131351	ENSG00000141084	0.51	PPI	IAH
ENSG00000131351	ENSG00000142686	0.49	PPI	IAH
ENSG00000130307	ENSG00000131351	0.49	PPI	IAH
ENSG00000120549	ENSG00000125652	0.49	PPI	IAH
ENSG00000072201	ENSG00000132376	0.54	PPI	IAH
ENSG00000111711	ENSG00000132376	0.49	PPI	IAH
ENSG00000121851	ENSG00000186141	0.49	PPI	IAH
ENSG00000121851	ENSG00000166407	0.49	PPI	IAH
ENSG00000106511	ENSG00000121851	0.49	PPI	IAH
ENSG00000121851	ENSG00000175325	0.49	PPI	IAH
ENSG00000121851	ENSG00000165626	0.49	PPI	IAH
ENSG00000104964	ENSG00000184436	0.49	PPI	IAH
ENSG00000100109	ENSG00000184436	0.7	PPI	IAH
ENSG00000183386	ENSG00000184436	0.49	PPI	IAH
ENSG00000094796	ENSG00000184436	0.7	PPI	IAH
ENSG00000134686	ENSG00000184436	0.56	PPI	IAH
ENSG00000107816	ENSG00000184436	0.7	PPI	IAH
ENSG00000143549	ENSG00000184436	0.49	PPI	IAH
ENSG00000080561	ENSG00000184436	0.7	PPI	IAH
ENSG00000139112	ENSG00000184436	0.49	PPI	IAH
ENSG00000156795	ENSG00000184436	0.49	PPI	IAH
ENSG00000184436	ENSG00000184436	0.62	PPI	IAH
ENSG00000132938	ENSG00000184436	0.49	PPI	IAH
ENSG00000119335	ENSG00000184436	0.49	PPI	IAH
ENSG00000161202	ENSG00000184436	0.49	PPI	IAH
ENSG00000111196	ENSG00000184436	0.49	PPI	IAH
ENSG00000184436	ENSG00000186628	0.49	PPI	IAH
ENSG00000131507	ENSG00000173660	0.49	PPI	IAH
ENSG00000138663	ENSG00000142655	0.49	PPI	IAH
ENSG00000132016	ENSG00000138663	0.51	PPI	IAH
ENSG00000121022	ENSG00000138663	0.66	PPI	IAH
ENSG00000138663	ENSG00000170345	0.52	PPI	IAH
ENSG00000132718	ENSG00000197860	0.49	PPI	IAH
ENSG00000139437	ENSG00000269699	0.49	PPI	IAH
ENSG00000139437	ENSG00000143156	0.85	PPI	IAH
ENSG00000132938	ENSG00000139437	0.49	PPI	IAH
ENSG00000139437	ENSG00000204713	0.56	PPI	IAH
ENSG00000139437	ENSG00000166886	0.7	PPI	IAH
ENSG00000138100	ENSG00000139437	0.49	PPI	IAH
ENSG00000139437	ENSG00000198920	0.62	PPI	IAH
ENSG00000139437	ENSG00000188566	0.7	PPI	IAH
ENSG00000138750	ENSG00000139437	0.49	PPI	IAH
ENSG00000116691	ENSG00000139437	0.49	PPI	IAH
ENSG00000139437	ENSG00000167916	0.49	PPI	IAH
ENSG00000095066	ENSG00000139437	0.49	PPI	IAH
ENSG00000139437	ENSG00000171345	0.49	PPI	IAH
