ensg1	ensg2	score	interaction_type	data_source
ENSG00000105392	ENSG00000221813	0.49	PPI	IAH
ENSG00000090487	ENSG00000105392	0.49	PPI	IAH
ENSG00000105392	ENSG00000185359	0.49	PPI	IAH
ENSG00000105392	ENSG00000145782	0.56	PPI	IAH
ENSG00000105392	ENSG00000153823	0.56	PPI	IAH
ENSG00000105392	ENSG00000137575	0.49	PPI	IAH
ENSG00000104964	ENSG00000105392	0.56	PPI	IAH
ENSG00000105392	ENSG00000172530	0.49	PPI	IAH
ENSG00000105392	ENSG00000169071	0.49	PPI	IAH
ENSG00000105392	ENSG00000275023	0.56	PPI	IAH
ENSG00000105392	ENSG00000111077	0.49	PPI	IAH
ENSG00000105392	ENSG00000256977	0.49	PPI	IAH
ENSG00000105392	ENSG00000147614	0.49	PPI	IAH
ENSG00000105392	ENSG00000107882	0.49	PPI	IAH
ENSG00000105392	ENSG00000140961	0.56	PPI	IAH
ENSG00000105392	ENSG00000133488	0.49	PPI	IAH
ENSG00000105392	ENSG00000143443	0.49	PPI	IAH
ENSG00000105392	ENSG00000142230	0.49	PPI	IAH
ENSG00000101445	ENSG00000105392	0.56	PPI	IAH
ENSG00000105392	ENSG00000159387	0.49	PPI	IAH
ENSG00000105392	ENSG00000154359	0.67	PPI	IAH
ENSG00000105392	ENSG00000168875	0.49	PPI	IAH
ENSG00000105392	ENSG00000225950	0.49	PPI	IAH
ENSG00000105392	ENSG00000132603	0.56	PPI	IAH
ENSG00000105392	ENSG00000198198	0.56	PPI	IAH
ENSG00000105392	ENSG00000177791	0.49	PPI	IAH
ENSG00000072201	ENSG00000105392	0.49	PPI	IAH
ENSG00000105392	ENSG00000129084	0.49	PPI	IAH
ENSG00000105392	ENSG00000132507	0.56	PPI	IAH
ENSG00000104964	ENSG00000105392	0.49	PPI	IAH
ENSG00000105392	ENSG00000162585	0.49	PPI	IAH
ENSG00000100146	ENSG00000105392	0.49	PPI	IAH
ENSG00000104812	ENSG00000105392	0.49	PPI	IAH
ENSG00000105392	ENSG00000134595	0.49	PPI	IAH
ENSG00000073921	ENSG00000105392	0.49	PPI	IAH
ENSG00000105392	ENSG00000138443	0.56	PPI	IAH
ENSG00000105392	ENSG00000161992	0.49	PPI	IAH
ENSG00000105392	ENSG00000177479	0.49	PPI	IAH
ENSG00000105392	ENSG00000143442	0.49	PPI	IAH
ENSG00000105392	ENSG00000157110	0.49	PPI	IAH
ENSG00000105392	ENSG00000167987	0.49	PPI	IAH
ENSG00000105392	ENSG00000164008	0.49	PPI	IAH
ENSG00000105392	ENSG00000164438	0.49	PPI	IAH
ENSG00000081791	ENSG00000105392	0.56	PPI	IAH
ENSG00000105392	ENSG00000159374	0.62	PPI	IAH
ENSG00000105392	ENSG00000131791	0.7	PPI	IAH
ENSG00000105392	ENSG00000139531	0.49	PPI	IAH
ENSG00000105392	ENSG00000198218	0.7	PPI	IAH
ENSG00000105392	ENSG00000124827	0.79	PPI	IAH
ENSG00000105392	ENSG00000183230	0.49	PPI	IAH
ENSG00000105392	ENSG00000112237	0.56	PPI	IAH
ENSG00000105392	ENSG00000135482	0.49	PPI	IAH
ENSG00000105392	ENSG00000114354	0.49	PPI	IAH
ENSG00000066136	ENSG00000105392	0.49	PPI	IAH
ENSG00000105392	ENSG00000124788	0.49	PPI	IAH
ENSG00000105392	ENSG00000116922	0.56	PPI	IAH
ENSG00000105392	ENSG00000115661	0.56	PPI	IAH
ENSG00000105392	ENSG00000148737	0.49	PPI	IAH
ENSG00000105392	ENSG00000112305	0.49	PPI	IAH
ENSG00000105392	ENSG00000235961	0.49	PPI	IAH
ENSG00000105392	ENSG00000147894	0.56	PPI	IAH
ENSG00000105392	ENSG00000205220	0.56	PPI	IAH
ENSG00000105392	ENSG00000138867	0.56	PPI	IAH
ENSG00000105392	ENSG00000163395	0.49	PPI	IAH
ENSG00000105392	ENSG00000161813	0.56	PPI	IAH
ENSG00000105392	ENSG00000125818	0.49	PPI	IAH
ENSG00000105392	ENSG00000134532	0.56	PPI	IAH
ENSG00000134070	ENSG00000184216	0.56	PPI	IAH
ENSG00000134070	ENSG00000175104	0.68	PPI	IAH
ENSG00000120948	ENSG00000134070	0.5	PPI	IAH
ENSG00000134070	ENSG00000150455	0.56	PPI	IAH
ENSG00000078061	ENSG00000134070	0.5	PPI	IAH
ENSG00000134070	ENSG00000134910	0.5	PPI	IAH
ENSG00000090376	ENSG00000134070	0.56	PPI	IAH
ENSG00000087076	ENSG00000112511	0.7	PPI	IAH
ENSG00000106511	ENSG00000112511	0.49	PPI	IAH
ENSG00000103043	ENSG00000112511	0.56	PPI	IAH
ENSG00000112511	ENSG00000162946	0.49	PPI	IAH
ENSG00000105771	ENSG00000112511	0.49	PPI	IAH
ENSG00000112511	ENSG00000138443	0.49	PPI	IAH
ENSG00000112511	ENSG00000196388	0.49	PPI	IAH
ENSG00000112511	ENSG00000136436	0.56	PPI	IAH
ENSG00000101197	ENSG00000112511	0.56	PPI	IAH
ENSG00000112511	ENSG00000119986	0.49	PPI	IAH
ENSG00000112511	ENSG00000146776	0.56	PPI	IAH
ENSG00000109906	ENSG00000112511	0.49	PPI	IAH
ENSG00000112511	ENSG00000130701	0.49	PPI	IAH
ENSG00000112511	ENSG00000157110	0.67	PPI	IAH
ENSG00000112511	ENSG00000131931	0.62	PPI	IAH
ENSG00000112511	ENSG00000205189	0.49	PPI	IAH
ENSG00000112511	ENSG00000167625	0.49	PPI	IAH
ENSG00000112511	ENSG00000152430	0.49	PPI	IAH
ENSG00000104964	ENSG00000112511	0.49	PPI	IAH
ENSG00000112511	ENSG00000113916	0.49	PPI	IAH
ENSG00000112511	ENSG00000120896	0.49	PPI	IAH
ENSG00000112511	ENSG00000196923	0.56	PPI	IAH
ENSG00000106462	ENSG00000112511	0.66	PPI	IAH
ENSG00000112511	ENSG00000115641	0.49	PPI	IAH
ENSG00000112511	ENSG00000139714	0.49	PPI	IAH
ENSG00000112511	ENSG00000198908	0.49	PPI	IAH
ENSG00000112511	ENSG00000124191	0.49	PPI	IAH
ENSG00000111077	ENSG00000112511	0.49	PPI	IAH
ENSG00000112511	ENSG00000135457	0.67	PPI	IAH
ENSG00000112511	ENSG00000113595	0.56	PPI	IAH
ENSG00000112511	ENSG00000166886	0.7	PPI	IAH
ENSG00000004776	ENSG00000112511	0.49	PPI	IAH
ENSG00000112511	ENSG00000204889	0.49	PPI	IAH
ENSG00000100109	ENSG00000112511	0.49	PPI	IAH
ENSG00000112511	ENSG00000269699	0.49	PPI	IAH
ENSG00000112511	ENSG00000227151	0.49	PPI	IAH
ENSG00000112511	ENSG00000166348	0.49	PPI	IAH
ENSG00000112511	ENSG00000112559	0.49	PPI	IAH
ENSG00000112511	ENSG00000179222	0.49	PPI	IAH
ENSG00000097007	ENSG00000204410	0.82	PPI	IAH
ENSG00000135720	ENSG00000146425	0.51	PPI	IAH
ENSG00000108344	ENSG00000164118	0.56	PPI	IAH
ENSG00000108344	ENSG00000127922	0.56	PPI	IAH
ENSG00000108344	ENSG00000169155	0.7	PPI	IAH
ENSG00000100902	ENSG00000108344	0.49	PPI	IAH
ENSG00000100906	ENSG00000108344	0.49	PPI	IAH
ENSG00000094796	ENSG00000185264	0.49	PPI	IAH
ENSG00000185264	ENSG00000187796	0.49	PPI	IAH
ENSG00000005102	ENSG00000185264	0.49	PPI	IAH
ENSG00000185264	ENSG00000204536	0.49	PPI	IAH
ENSG00000113595	ENSG00000185264	0.49	PPI	IAH
ENSG00000105392	ENSG00000185264	0.49	PPI	IAH
ENSG00000185264	ENSG00000204713	0.49	PPI	IAH
ENSG00000002822	ENSG00000185264	0.49	PPI	IAH
ENSG00000123388	ENSG00000129084	0.49	PPI	IAH
ENSG00000123388	ENSG00000125733	0.49	PPI	IAH
ENSG00000100320	ENSG00000103043	0.56	PPI	IAH
ENSG00000100320	ENSG00000169813	0.67	PPI	IAH
ENSG00000100320	ENSG00000168175	0.56	PPI	IAH
ENSG00000100320	ENSG00000152430	0.56	PPI	IAH
ENSG00000100320	ENSG00000145414	0.56	PPI	IAH
ENSG00000100320	ENSG00000124788	0.79	PPI	IAH
ENSG00000100320	ENSG00000125818	0.49	PPI	IAH
ENSG00000100320	ENSG00000179222	0.56	PPI	IAH
ENSG00000100320	ENSG00000142698	0.56	PPI	IAH
ENSG00000091831	ENSG00000100320	0.58	PPI	IAH
ENSG00000100320	ENSG00000183283	0.67	PPI	IAH
ENSG00000058404	ENSG00000100320	0.56	PPI	IAH
ENSG00000100320	ENSG00000112531	0.63	PPI	IAH
ENSG00000100320	ENSG00000173406	0.56	PPI	IAH
ENSG00000100320	ENSG00000112130	0.56	PPI	IAH
ENSG00000100320	ENSG00000100567	0.56	PPI	IAH
ENSG00000100320	ENSG00000162881	0.49	PPI	IAH
ENSG00000085872	ENSG00000100320	0.49	PPI	IAH
ENSG00000100320	ENSG00000157110	0.49	PPI	IAH
ENSG00000100320	ENSG00000169813	0.49	PPI	IAH
ENSG00000100320	ENSG00000188021	0.49	PPI	IAH
ENSG00000100320	ENSG00000172073	0.49	PPI	IAH
ENSG00000004776	ENSG00000100320	0.49	PPI	IAH
ENSG00000100320	ENSG00000131721	0.49	PPI	IAH
ENSG00000100320	ENSG00000169045	0.49	PPI	IAH
ENSG00000100320	ENSG00000179222	0.49	PPI	IAH
ENSG00000100320	ENSG00000112130	0.49	PPI	IAH
ENSG00000100320	ENSG00000152430	0.49	PPI	IAH
ENSG00000100320	ENSG00000124788	0.49	PPI	IAH
ENSG00000100320	ENSG00000183283	0.49	PPI	IAH
ENSG00000100320	ENSG00000152102	0.49	PPI	IAH
ENSG00000154447	ENSG00000181788	0.51	PPI	IAH
ENSG00000112038	ENSG00000181788	0.51	PPI	IAH
ENSG00000106400	ENSG00000221864	0.49	PPI	IAH
ENSG00000106400	ENSG00000183918	0.49	PPI	IAH
ENSG00000106400	ENSG00000112214	0.49	PPI	IAH
ENSG00000106400	ENSG00000141738	0.49	PPI	IAH
ENSG00000067369	ENSG00000106400	0.52	PPI	IAH
ENSG00000106400	ENSG00000112559	0.49	PPI	IAH
ENSG00000106400	ENSG00000185386	0.54	PPI	IAH
ENSG00000106400	ENSG00000112062	0.72	PPI	IAH
ENSG00000106400	ENSG00000113916	0.49	PPI	IAH
ENSG00000106400	ENSG00000197256	0.49	PPI	IAH
ENSG00000106400	ENSG00000165588	0.49	PPI	IAH
ENSG00000106400	ENSG00000272804	0.56	PPI	IAH
ENSG00000106400	ENSG00000144810	0.49	PPI	IAH
ENSG00000106400	ENSG00000167306	0.49	PPI	IAH
ENSG00000106400	ENSG00000164032	0.5	PPI	IAH
ENSG00000070190	ENSG00000106400	0.49	PPI	IAH
ENSG00000086827	ENSG00000122952	0.63	PPI	IAH
ENSG00000166145	ENSG00000188021	0.49	PPI	IAH
ENSG00000100842	ENSG00000134996	0.56	PPI	IAH
ENSG00000010810	ENSG00000100842	0.56	PPI	IAH
ENSG00000100842	ENSG00000212122	0.56	PPI	IAH
ENSG00000100842	ENSG00000138443	0.56	PPI	IAH
ENSG00000100842	ENSG00000136573	0.49	PPI	IAH
ENSG00000100842	ENSG00000113569	0.56	PPI	IAH
ENSG00000100842	ENSG00000154556	0.56	PPI	IAH
ENSG00000100842	ENSG00000173480	0.56	PPI	IAH
ENSG00000100842	ENSG00000154127	0.49	PPI	IAH
ENSG00000100842	ENSG00000127445	0.49	PPI	IAH
ENSG00000100842	ENSG00000138443	0.49	PPI	IAH
ENSG00000100842	ENSG00000154556	0.49	PPI	IAH
ENSG00000010810	ENSG00000100842	0.49	PPI	IAH
ENSG00000100842	ENSG00000162624	0.49	PPI	IAH
ENSG00000007255	ENSG00000100842	0.49	PPI	IAH
ENSG00000100842	ENSG00000172482	0.49	PPI	IAH
ENSG00000100842	ENSG00000212122	0.49	PPI	IAH
ENSG00000160207	ENSG00000175467	0.49	PPI	IAH
ENSG00000175467	ENSG00000184900	0.5	PPI	IAH
ENSG00000100603	ENSG00000175467	0.63	PPI	IAH
ENSG00000175467	ENSG00000198258	0.67	PPI	IAH
ENSG00000116030	ENSG00000175467	0.5	PPI	IAH
ENSG00000148175	ENSG00000197858	0.51	PPI	IAH
ENSG00000167657	ENSG00000167657	0.68	PPI	IAH
ENSG00000167657	ENSG00000242220	0.67	PPI	IAH
ENSG00000140682	ENSG00000169398	0.57	PPI	IAH
ENSG00000177885	ENSG00000196220	0.54	PPI	IAH
ENSG00000083844	ENSG00000161202	0.49	PPI	IAH
ENSG00000083844	ENSG00000187766	0.49	PPI	IAH
ENSG00000083844	ENSG00000146063	0.49	PPI	IAH
ENSG00000083844	ENSG00000167625	0.49	PPI	IAH
ENSG00000083844	ENSG00000272804	0.49	PPI	IAH
ENSG00000072201	ENSG00000169155	0.62	PPI	IAH
ENSG00000143013	ENSG00000169155	0.56	PPI	IAH
ENSG00000169155	ENSG00000181026	0.56	PPI	IAH
ENSG00000169155	ENSG00000170264	0.56	PPI	IAH
ENSG00000169155	ENSG00000173480	0.62	PPI	IAH
ENSG00000169155	ENSG00000171703	0.49	PPI	IAH
ENSG00000166407	ENSG00000169155	0.7	PPI	IAH
ENSG00000141977	ENSG00000169155	0.49	PPI	IAH
ENSG00000169155	ENSG00000198466	0.49	PPI	IAH
ENSG00000169155	ENSG00000244607	0.49	PPI	IAH
ENSG00000169155	ENSG00000196150	0.49	PPI	IAH
ENSG00000072958	ENSG00000169155	0.7	PPI	IAH
ENSG00000123562	ENSG00000169155	0.56	PPI	IAH
ENSG00000134207	ENSG00000169155	0.7	PPI	IAH
ENSG00000160305	ENSG00000169155	0.56	PPI	IAH
ENSG00000120500	ENSG00000169155	0.56	PPI	IAH
ENSG00000132622	ENSG00000165868	0.49	PPI	IAH
ENSG00000103540	ENSG00000198707	0.85	PPI	IAH
ENSG00000103540	ENSG00000182504	0.94	PPI	IAH
ENSG00000103540	ENSG00000215041	0.64	PPI	IAH
ENSG00000103540	ENSG00000147400	0.52	PPI	IAH
ENSG00000103540	ENSG00000139350	0.51	PPI	IAH
ENSG00000103540	ENSG00000162063	0.64	PPI	IAH
ENSG00000100519	ENSG00000103184	0.49	PPI	IAH
ENSG00000113916	ENSG00000131089	0.49	PPI	IAH
ENSG00000131089	ENSG00000173421	0.49	PPI	IAH
ENSG00000100109	ENSG00000131089	0.49	PPI	IAH
ENSG00000153044	ENSG00000158691	0.49	PPI	IAH
ENSG00000147852	ENSG00000158691	0.49	PPI	IAH
ENSG00000158691	ENSG00000170264	0.49	PPI	IAH
ENSG00000080561	ENSG00000158691	0.7	PPI	IAH
ENSG00000083838	ENSG00000158691	0.49	PPI	IAH
ENSG00000158691	ENSG00000171222	0.49	PPI	IAH
ENSG00000135250	ENSG00000158691	0.49	PPI	IAH
ENSG00000142528	ENSG00000158691	0.56	PPI	IAH
ENSG00000158691	ENSG00000185963	0.49	PPI	IAH
ENSG00000158691	ENSG00000172466	0.49	PPI	IAH
ENSG00000137338	ENSG00000158691	0.49	PPI	IAH
ENSG00000122958	ENSG00000158691	0.49	PPI	IAH
ENSG00000117155	ENSG00000158691	0.56	PPI	IAH
ENSG00000158691	ENSG00000166529	0.49	PPI	IAH
ENSG00000132938	ENSG00000158691	0.56	PPI	IAH
ENSG00000158691	ENSG00000186812	0.49	PPI	IAH
ENSG00000100109	ENSG00000158691	0.56	PPI	IAH
ENSG00000114107	ENSG00000158691	0.56	PPI	IAH
ENSG00000158691	ENSG00000162714	0.56	PPI	IAH
ENSG00000158691	ENSG00000187766	0.49	PPI	IAH
ENSG00000090487	ENSG00000134030	0.49	PPI	IAH
ENSG00000134030	ENSG00000168872	0.49	PPI	IAH
ENSG00000134030	ENSG00000157349	0.49	PPI	IAH
ENSG00000134030	ENSG00000171953	0.49	PPI	IAH
ENSG00000170873	ENSG00000170873	0.54	PPI	IAH
ENSG00000149311	ENSG00000166454	0.56	PPI	IAH
ENSG00000145725	ENSG00000173473	0.49	PPI	IAH
ENSG00000143190	ENSG00000145725	0.49	PPI	IAH
ENSG00000135341	ENSG00000168610	0.56	PPI	IAH
ENSG00000055208	ENSG00000135341	0.79	PPI	IAH
ENSG00000135341	ENSG00000150991	0.66	PPI	IAH
ENSG00000135341	ENSG00000213341	0.56	PPI	IAH
ENSG00000121653	ENSG00000135341	0.72	PPI	IAH
ENSG00000135341	ENSG00000175104	0.67	PPI	IAH
ENSG00000100324	ENSG00000135341	0.59	PPI	IAH
ENSG00000105401	ENSG00000135341	0.62	PPI	IAH
ENSG00000055208	ENSG00000135341	0.56	PPI	IAH
ENSG00000100324	ENSG00000135341	0.56	PPI	IAH
ENSG00000080824	ENSG00000135341	0.62	PPI	IAH
ENSG00000094796	ENSG00000196468	0.49	PPI	IAH
ENSG00000095066	ENSG00000196468	0.49	PPI	IAH
ENSG00000161202	ENSG00000196468	0.49	PPI	IAH
ENSG00000171444	ENSG00000196468	0.49	PPI	IAH
ENSG00000109065	ENSG00000124802	0.67	PPI	IAH
ENSG00000124802	ENSG00000136436	0.56	PPI	IAH
ENSG00000135097	ENSG00000169813	0.49	PPI	IAH
ENSG00000126945	ENSG00000135097	0.49	PPI	IAH
ENSG00000104312	ENSG00000110330	0.6	PPI	IAH
ENSG00000104312	ENSG00000104312	0.72	PPI	IAH
ENSG00000101966	ENSG00000104312	0.68	PPI	IAH
ENSG00000088888	ENSG00000104312	0.58	PPI	IAH
ENSG00000104312	ENSG00000167207	0.64	PPI	IAH
ENSG00000104312	ENSG00000131323	0.63	PPI	IAH
ENSG00000104312	ENSG00000106100	0.59	PPI	IAH
ENSG00000023445	ENSG00000104312	0.6	PPI	IAH
ENSG00000036054	ENSG00000075702	0.56	PPI	IAH
ENSG00000050748	ENSG00000075702	0.67	PPI	IAH
ENSG00000075702	ENSG00000149380	0.56	PPI	IAH
ENSG00000075702	ENSG00000120289	0.56	PPI	IAH
ENSG00000075702	ENSG00000143702	0.64	PPI	IAH
ENSG00000075702	ENSG00000127334	0.56	PPI	IAH
ENSG00000125944	ENSG00000126457	0.67	PPI	IAH
ENSG00000112232	ENSG00000125944	0.56	PPI	IAH
ENSG00000072201	ENSG00000125944	0.49	PPI	IAH
ENSG00000108344	ENSG00000117360	0.56	PPI	IAH
ENSG00000100065	ENSG00000117360	0.49	PPI	IAH
ENSG00000117360	ENSG00000204599	0.7	PPI	IAH
ENSG00000084652	ENSG00000117360	0.49	PPI	IAH
ENSG00000117360	ENSG00000158301	0.56	PPI	IAH
ENSG00000117360	ENSG00000177138	0.79	PPI	IAH
ENSG00000117360	ENSG00000130475	0.49	PPI	IAH
ENSG00000063244	ENSG00000117360	0.51	PPI	IAH
ENSG00000117360	ENSG00000134686	0.56	PPI	IAH
ENSG00000117360	ENSG00000164609	0.51	PPI	IAH
ENSG00000117360	ENSG00000119953	0.51	PPI	IAH
ENSG00000117360	ENSG00000161202	0.51	PPI	IAH
ENSG00000080561	ENSG00000117360	0.56	PPI	IAH
ENSG00000117360	ENSG00000117360	0.51	PPI	IAH
ENSG00000087365	ENSG00000117360	0.51	PPI	IAH
ENSG00000117360	ENSG00000160207	0.49	PPI	IAH
ENSG00000101882	ENSG00000117360	0.51	PPI	IAH
ENSG00000117360	ENSG00000136875	0.66	PPI	IAH
ENSG00000075856	ENSG00000117360	0.53	PPI	IAH
ENSG00000117360	ENSG00000160877	0.49	PPI	IAH
ENSG00000117360	ENSG00000169946	0.49	PPI	IAH
ENSG00000117360	ENSG00000179580	0.49	PPI	IAH
ENSG00000117360	ENSG00000140259	0.51	PPI	IAH
ENSG00000070882	ENSG00000117360	0.49	PPI	IAH
ENSG00000117360	ENSG00000204599	0.67	PPI	IAH
ENSG00000101150	ENSG00000163050	0.49	PPI	IAH
ENSG00000097033	ENSG00000101150	0.49	PPI	IAH
ENSG00000104412	ENSG00000131148	0.71	PPI	IAH
ENSG00000137492	ENSG00000167625	0.49	PPI	IAH
ENSG00000137492	ENSG00000147526	0.56	PPI	IAH
ENSG00000078053	ENSG00000159082	0.56	PPI	IAH
ENSG00000107295	ENSG00000159082	0.56	PPI	IAH
ENSG00000130340	ENSG00000159082	0.54	PPI	IAH
ENSG00000078699	ENSG00000120438	0.56	PPI	IAH
ENSG00000078699	ENSG00000164951	0.56	PPI	IAH
ENSG00000078699	ENSG00000147596	0.64	PPI	IAH
ENSG00000078699	ENSG00000182816	0.49	PPI	IAH
ENSG00000078699	ENSG00000173588	0.49	PPI	IAH
ENSG00000078699	ENSG00000104427	0.49	PPI	IAH
ENSG00000078699	ENSG00000120896	0.49	PPI	IAH
ENSG00000078699	ENSG00000196628	0.49	PPI	IAH
ENSG00000136875	ENSG00000171960	0.83	PPI	IAH
ENSG00000171960	ENSG00000244754	0.7	PPI	IAH
ENSG00000139517	ENSG00000171960	0.49	PPI	IAH
ENSG00000165630	ENSG00000171960	0.49	PPI	IAH
ENSG00000101966	ENSG00000171960	0.67	PPI	IAH
ENSG00000075856	ENSG00000171960	0.53	PPI	IAH
ENSG00000095066	ENSG00000101945	0.49	PPI	IAH
ENSG00000101945	ENSG00000178750	0.51	PPI	IAH
ENSG00000101945	ENSG00000116478	0.52	PPI	IAH
ENSG00000101945	ENSG00000272804	0.49	PPI	IAH
ENSG00000101945	ENSG00000107669	0.51	PPI	IAH
ENSG00000101945	ENSG00000198003	0.51	PPI	IAH
ENSG00000101945	ENSG00000187766	0.49	PPI	IAH
ENSG00000101945	ENSG00000272804	0.56	PPI	IAH
ENSG00000101945	ENSG00000132275	0.52	PPI	IAH
ENSG00000101945	ENSG00000196652	0.51	PPI	IAH
ENSG00000101265	ENSG00000101945	0.51	PPI	IAH
ENSG00000101945	ENSG00000107816	0.7	PPI	IAH
ENSG00000101945	ENSG00000171060	0.51	PPI	IAH
ENSG00000101945	ENSG00000146063	0.49	PPI	IAH
ENSG00000101945	ENSG00000171621	0.51	PPI	IAH
ENSG00000101945	ENSG00000125945	0.51	PPI	IAH
ENSG00000101945	ENSG00000198093	0.51	PPI	IAH
ENSG00000101945	ENSG00000173480	0.49	PPI	IAH
ENSG00000101945	ENSG00000277462	0.51	PPI	IAH
ENSG00000094916	ENSG00000101945	0.56	PPI	IAH
ENSG00000101945	ENSG00000104731	0.51	PPI	IAH
ENSG00000101945	ENSG00000105991	0.51	PPI	IAH
ENSG00000101945	ENSG00000141644	0.56	PPI	IAH
ENSG00000101945	ENSG00000160972	0.49	PPI	IAH
ENSG00000094916	ENSG00000101945	0.83	PPI	IAH
ENSG00000101945	ENSG00000196591	0.52	PPI	IAH
ENSG00000101945	ENSG00000127152	0.56	PPI	IAH
ENSG00000101945	ENSG00000160201	0.51	PPI	IAH
ENSG00000101945	ENSG00000161202	0.49	PPI	IAH
ENSG00000101945	ENSG00000154783	0.51	PPI	IAH
ENSG00000101945	ENSG00000106462	0.51	PPI	IAH
ENSG00000101945	ENSG00000114107	0.56	PPI	IAH
ENSG00000101966	ENSG00000115317	0.9	PPI	IAH
ENSG00000115317	ENSG00000128585	0.51	PPI	IAH
ENSG00000115317	ENSG00000186010	0.58	PPI	IAH
ENSG00000115317	ENSG00000141084	0.51	PPI	IAH
ENSG00000115317	ENSG00000162923	0.51	PPI	IAH
ENSG00000104147	ENSG00000150783	0.49	PPI	IAH
ENSG00000104147	ENSG00000166348	0.49	PPI	IAH
ENSG00000100422	ENSG00000104147	0.49	PPI	IAH
ENSG00000104147	ENSG00000143549	0.79	PPI	IAH
ENSG00000091073	ENSG00000104147	0.49	PPI	IAH
ENSG00000104147	ENSG00000162148	0.49	PPI	IAH
ENSG00000104147	ENSG00000106153	0.49	PPI	IAH
ENSG00000104147	ENSG00000132522	0.49	PPI	IAH
ENSG00000104147	ENSG00000198324	0.49	PPI	IAH
ENSG00000104147	ENSG00000159055	0.88	PPI	IAH
ENSG00000104147	ENSG00000185359	0.49	PPI	IAH
ENSG00000104147	ENSG00000204438	0.49	PPI	IAH
ENSG00000104147	ENSG00000171346	0.56	PPI	IAH
ENSG00000104147	ENSG00000205426	0.49	PPI	IAH
ENSG00000104147	ENSG00000116691	0.49	PPI	IAH
ENSG00000104147	ENSG00000164438	0.49	PPI	IAH
ENSG00000104147	ENSG00000204889	0.49	PPI	IAH
ENSG00000104147	ENSG00000104177	0.49	PPI	IAH
ENSG00000104147	ENSG00000178928	0.49	PPI	IAH
ENSG00000104147	ENSG00000124237	0.49	PPI	IAH
ENSG00000104147	ENSG00000183230	0.49	PPI	IAH
ENSG00000104147	ENSG00000148584	0.49	PPI	IAH
ENSG00000087077	ENSG00000104147	0.56	PPI	IAH
ENSG00000104147	ENSG00000139714	0.49	PPI	IAH
ENSG00000104147	ENSG00000170011	0.49	PPI	IAH
ENSG00000104147	ENSG00000134138	0.49	PPI	IAH
ENSG00000104147	ENSG00000120075	0.49	PPI	IAH
ENSG00000103154	ENSG00000104147	0.49	PPI	IAH
ENSG00000104147	ENSG00000161981	0.49	PPI	IAH
ENSG00000104147	ENSG00000175946	0.49	PPI	IAH
ENSG00000104147	ENSG00000142698	0.56	PPI	IAH
ENSG00000104147	ENSG00000155428	0.49	PPI	IAH
ENSG00000104147	ENSG00000186977	0.49	PPI	IAH
ENSG00000104147	ENSG00000130307	0.49	PPI	IAH
ENSG00000104147	ENSG00000129534	0.49	PPI	IAH
ENSG00000104147	ENSG00000116752	0.49	PPI	IAH
ENSG00000100109	ENSG00000104147	0.7	PPI	IAH
ENSG00000104147	ENSG00000152977	0.49	PPI	IAH
ENSG00000104147	ENSG00000182816	0.49	PPI	IAH
ENSG00000104147	ENSG00000175325	0.49	PPI	IAH
ENSG00000104147	ENSG00000189037	0.49	PPI	IAH
ENSG00000104147	ENSG00000125409	0.49	PPI	IAH
ENSG00000104147	ENSG00000120896	0.49	PPI	IAH
ENSG00000104147	ENSG00000187033	0.49	PPI	IAH
ENSG00000104147	ENSG00000159214	0.49	PPI	IAH
ENSG00000104147	ENSG00000204946	0.49	PPI	IAH
ENSG00000104147	ENSG00000136146	0.49	PPI	IAH
ENSG00000104147	ENSG00000213024	0.7	PPI	IAH
ENSG00000104147	ENSG00000133134	0.49	PPI	IAH
ENSG00000104147	ENSG00000135940	0.49	PPI	IAH
ENSG00000104147	ENSG00000184708	0.56	PPI	IAH
ENSG00000036672	ENSG00000104147	0.49	PPI	IAH
ENSG00000104147	ENSG00000138443	0.49	PPI	IAH
ENSG00000104147	ENSG00000104147	0.62	PPI	IAH
ENSG00000104147	ENSG00000108798	0.49	PPI	IAH
ENSG00000104147	ENSG00000136603	0.56	PPI	IAH
ENSG00000104147	ENSG00000164093	0.49	PPI	IAH
ENSG00000104147	ENSG00000179562	0.56	PPI	IAH
ENSG00000004487	ENSG00000104147	0.5	PPI	IAH
ENSG00000104147	ENSG00000155875	0.49	PPI	IAH
ENSG00000047579	ENSG00000104147	0.49	PPI	IAH
ENSG00000101997	ENSG00000104147	0.49	PPI	IAH
ENSG00000053371	ENSG00000162482	0.62	PPI	IAH
ENSG00000053371	ENSG00000126804	0.49	PPI	IAH
ENSG00000079819	ENSG00000170027	0.57	PPI	IAH
ENSG00000152291	ENSG00000221837	0.56	PPI	IAH
ENSG00000134248	ENSG00000177058	0.5	PPI	IAH
ENSG00000109906	ENSG00000134248	0.55	PPI	IAH
ENSG00000108262	ENSG00000134248	0.55	PPI	IAH
ENSG00000134248	ENSG00000156508	0.55	PPI	IAH
ENSG00000006327	ENSG00000239697	0.56	PPI	IAH
ENSG00000125686	ENSG00000155868	0.5	PPI	IAH
ENSG00000105085	ENSG00000155868	0.71	PPI	IAH
ENSG00000115935	ENSG00000138443	0.56	PPI	IAH
ENSG00000115935	ENSG00000164896	0.56	PPI	IAH
ENSG00000015285	ENSG00000115935	0.9	PPI	IAH
ENSG00000023330	ENSG00000115935	0.56	PPI	IAH
